,Date,sku,unit_price,units
845,"Nov 18, 2020",M735H7159,40.68,7703.0
846,"Nov 18, 2020",P037H2072,49.6,7.0
847,"Nov 18, 2020",P037H2071,63.19,5.0
848,"Nov 18, 2020",P036H2062,63.19,13.0
849,"Nov 18, 2020",M630H8980,52.84,219.0
850,"Nov 18, 2020",P036H2067,80.29,5.0
851,"Nov 17, 2020",M630H8980,51.82,224.0
852,"Nov 17, 2020",P036H2066,68.03,9.0
853,"Nov 17, 2020",M735H7159,48.77,954.0
854,"Nov 17, 2020",-233H1279,98.68,5.0
855,"Nov 17, 2020",-233H1278,98.68,5.0
856,"Nov 17, 2020",P037H2072,63.19,5.0
857,"Nov 17, 2020",P036H2065,72.44,17.0
858,"Nov 17, 2020",3630H2620,112.57,5.0
859,"Nov 17, 2020",2734H9994,24.11,5.0
860,"Nov 17, 2020",P037H2071,63.19,8.0
861,"Nov 17, 2020",P036H2062,63.19,22.0
862,"Nov 17, 2020",3636H1616,127.18,5.0
863,"Nov 17, 2020",P036H2067,80.29,7.0
864,"Nov 16, 2020",P036H2066,68.03,7.0
865,"Nov 16, 2020",M630H8980,53.65,239.0
866,"Nov 16, 2020",-233H1278,98.68,6.0
867,"Nov 16, 2020",M735H7159,48.29,1050.0
868,"Nov 16, 2020",P036H2065,72.44,17.0
869,"Nov 16, 2020",P037H2072,63.19,7.0
870,"Nov 16, 2020",P036H2062,60.92,22.0
871,"Nov 16, 2020",3636H1616,127.18,5.0
872,"Nov 16, 2020",2734H9994,24.11,5.0
873,"Nov 16, 2020",P037H2071,63.19,5.0
874,"Nov 16, 2020",P036H2067,80.29,5.0
875,"Nov 15, 2020",P036H2066,74.31,5.0
876,"Nov 15, 2020",P037H2072,66.52,5.0
877,"Nov 15, 2020",P036H2065,76.41,13.0
878,"Nov 15, 2020",M735H7159,53.44,333.0
879,"Nov 15, 2020",M630H8980,55.39,149.0
880,"Nov 15, 2020",P037H2071,66.52,5.0
881,"Nov 15, 2020",P036H2062,66.52,9.0
882,"Nov 14, 2020",3637H0607,106.03,5.0
883,"Nov 14, 2020",P036H2066,65.95,9.0
884,"Nov 14, 2020",M735H7159,55.4,311.0
885,"Nov 14, 2020",P036H2065,68.02,15.0
886,"Nov 14, 2020",-233H1278,106.03,5.0
887,"Nov 14, 2020",P037H2071,66.52,5.0
888,"Nov 14, 2020",P036H2062,66.52,9.0
889,"Nov 14, 2020",M630H8980,53.65,138.0
890,"Nov 13, 2020",P036H2067,82.97,5.0
891,"Nov 13, 2020",M735H7159,54.64,302.0
892,"Nov 13, 2020",P036H2065,76.5,15.0
893,"Nov 13, 2020",M630H8980,52.85,125.0
894,"Nov 13, 2020",P036H2062,63.64,18.0
895,"Nov 13, 2020",P037H2072,49.2,9.0
896,"Nov 13, 2020",P036H2068,96.01,5.0
897,"Nov 12, 2020",P036H2066,74.31,7.0
898,"Nov 12, 2020",M735H7159,54.71,396.0
899,"Nov 12, 2020",P036H2065,76.5,12.0
900,"Nov 12, 2020",P037H2072,66.52,5.0
901,"Nov 12, 2020",P036H2062,58.63,9.0
902,"Nov 12, 2020",M630H8980,56.21,172.0
903,"Nov 12, 2020",P037H2071,66.52,5.0
904,"Nov 12, 2020",P036H2067,82.97,5.0
905,"Nov 11, 2020",P036H2066,74.31,9.0
906,"Nov 11, 2020",M630H8980,53.91,238.0
907,"Nov 11, 2020",3637H1617,106.04,6.0
908,"Nov 11, 2020",P036H2065,73.14,17.0
909,"Nov 11, 2020",M735H7159,54.64,711.0
910,"Nov 11, 2020",2734H9994,24.11,5.0
911,"Nov 11, 2020",P037H2072,66.52,7.0
912,"Nov 11, 2020",P037H2071,56.45,8.0
913,"Nov 11, 2020",P036H2062,66.52,12.0
914,"Nov 10, 2020",P036H2066,74.31,6.0
915,"Nov 10, 2020",M735H7159,55.47,403.0
916,"Nov 10, 2020",-232H1247,118.46,5.0
917,"Nov 10, 2020",P036H2065,76.5,14.0
918,"Nov 10, 2020",P037H2072,66.52,5.0
919,"Nov 10, 2020",M630H8980,55.52,190.0
920,"Nov 10, 2020",P037H2071,43.64,6.0
921,"Nov 10, 2020",P036H2062,66.52,15.0
922,"Nov 10, 2020",P036H2067,82.97,5.0
923,"Nov 9, 2020",M735H7159,54.93,399.0
924,"Nov 9, 2020",P036H2066,74.31,6.0
925,"Nov 9, 2020",P036H2065,76.5,11.0
926,"Nov 9, 2020",P037H2072,66.52,5.0
927,"Nov 9, 2020",P036H2062,66.52,9.0
928,"Nov 9, 2020",P037H2071,66.52,7.0
929,"Nov 9, 2020",M630H8980,55.04,187.0
930,"Nov 9, 2020",2734H9994,24.11,5.0
931,"Nov 8, 2020",M735H7159,52.5,383.0
932,"Nov 8, 2020",P036H2066,74.31,6.0
933,"Nov 8, 2020",-232H1243,118.46,5.0
934,"Nov 8, 2020",P036H2065,72.44,15.0
935,"Nov 8, 2020",P036H2062,60.03,11.0
936,"Nov 8, 2020",M630H8980,54.5,194.0
937,"Nov 8, 2020",2734H9994,24.11,5.0
938,"Nov 7, 2020",P036H2066,74.31,8.0
939,"Nov 7, 2020",M630H8980,54.25,159.0
940,"Nov 7, 2020",M735H7159,54.42,318.0
941,"Nov 7, 2020",-232H1247,118.46,5.0
942,"Nov 7, 2020",P037H2072,66.52,5.0
943,"Nov 7, 2020",P036H2065,76.5,11.0
944,"Nov 7, 2020",P036H2062,66.52,8.0
945,"Nov 7, 2020",P037H2071,66.52,5.0
946,"Nov 7, 2020",P036H2067,82.97,5.0
947,"Nov 6, 2020",M735H7159,51.83,384.0
948,"Nov 6, 2020",M630H8980,54.28,160.0
949,"Nov 6, 2020",P036H2062,43.64,13.0
950,"Nov 6, 2020",P036H2065,71.97,14.0
951,"Nov 6, 2020",P037H2071,66.52,6.0
952,"Nov 5, 2020",P036H2066,74.31,5.0
953,"Nov 5, 2020",2734H9994,24.11,5.0
954,"Nov 5, 2020",M630H8980,55.02,158.0
955,"Nov 5, 2020",M735H7159,53.35,469.0
956,"Nov 5, 2020",P036H2065,76.5,13.0
957,"Nov 5, 2020",P036H2062,66.52,7.0
958,"Nov 5, 2020",3630H2620,114.6,5.0
959,"Nov 4, 2020",M735H7159,52.67,521.0
960,"Nov 4, 2020",P036H2066,74.31,8.0
961,"Nov 4, 2020",P037H2072,43.64,6.0
962,"Nov 4, 2020",P036H2062,66.52,11.0
963,"Nov 4, 2020",M630H8980,53.09,207.0
964,"Nov 4, 2020",3630H2620,114.6,5.0
965,"Nov 4, 2020",P037H2071,66.52,5.0
966,"Nov 4, 2020",2734H9994,24.11,5.0
967,"Nov 4, 2020",P036H2068,96.01,5.0
968,"Nov 4, 2020",P036H2065,76.5,11.0
969,"Nov 3, 2020",M735H7159,53.69,694.0
970,"Nov 3, 2020",P036H2066,59.5,11.0
971,"Nov 3, 2020",P036H2065,76.5,8.0
972,"Nov 3, 2020",M630H8980,54.42,283.0
973,"Nov 3, 2020",P037H2072,66.52,5.0
974,"Nov 3, 2020",P036H2062,66.52,7.0
975,"Nov 3, 2020",P037H2071,66.52,5.0
976,"Nov 2, 2020",P036H2066,74.31,9.0
977,"Nov 2, 2020",3637H1617,140.36,5.0
978,"Nov 2, 2020",M735H7159,53.87,658.0
979,"Nov 2, 2020",P036H2065,76.5,15.0
980,"Nov 2, 2020",M630H8980,54.14,187.0
981,"Nov 2, 2020",-233H1278,106.03,5.0
982,"Nov 2, 2020",P037H2071,66.52,6.0
983,"Nov 2, 2020",P036H2062,66.52,12.0
984,"Nov 2, 2020",P036H2067,82.97,5.0
985,"Nov 1, 2020",P036H2066,74.31,11.0
986,"Nov 1, 2020",M735H7159,52.62,523.0
987,"Nov 1, 2020",M630H8980,50.41,215.0
988,"Nov 1, 2020",P036H2065,76.5,9.0
989,"Nov 1, 2020",P037H2072,66.52,5.0
990,"Nov 1, 2020",P037H2071,66.52,5.0
991,"Nov 1, 2020",P036H2062,66.52,5.0
992,"Nov 1, 2020",P036H2067,82.97,5.0
993,"Oct 31, 2020",P036H2065,76.5,9.0
994,"Oct 31, 2020",M630H8980,52.75,154.0
995,"Oct 31, 2020",P036H2066,63.63,8.0
996,"Oct 31, 2020",M735H7159,53.86,637.0
997,"Oct 31, 2020",P037H2072,66.52,5.0
998,"Oct 31, 2020",P036H2062,60.03,11.0
999,"Oct 30, 2020",M735H7159,52.85,733.0
1000,"Oct 30, 2020",P036H2066,74.31,5.0
1001,"Oct 30, 2020",M630H8980,52.06,166.0
1002,"Oct 30, 2020",P037H2071,66.52,5.0
1003,"Oct 30, 2020",P036H2065,76.5,5.0
1004,"Oct 30, 2020",P036H2062,66.52,6.0
1005,"Oct 29, 2020",M735H7159,53.75,1021.0
1006,"Oct 29, 2020",P036H2066,74.31,8.0
1007,"Oct 29, 2020",P036H2065,71.37,13.0
1008,"Oct 29, 2020",-232H1243,118.46,5.0
1009,"Oct 29, 2020",P036H2062,66.52,5.0
1010,"Oct 29, 2020",M630H8980,55.87,143.0
1011,"Oct 29, 2020",P036H2067,82.97,5.0
1012,"Oct 28, 2020",P036H2066,74.31,6.0
1013,"Oct 28, 2020",M735H7159,54.21,1003.0
1014,"Oct 28, 2020",P036H2065,76.5,5.0
1015,"Oct 28, 2020",P037H2072,66.52,5.0
1016,"Oct 28, 2020",P036H2062,66.52,5.0
1017,"Oct 28, 2020",M630H8980,54.1,111.0
1018,"Oct 27, 2020",P036H2066,74.31,5.0
1019,"Oct 27, 2020",M735H7159,52.45,514.0
1020,"Oct 27, 2020",P036H2065,68.02,9.0
1021,"Oct 27, 2020",P036H2062,66.52,5.0
1022,"Oct 27, 2020",M630H8980,54.69,130.0
1023,"Oct 27, 2020",P037H2071,66.52,5.0
1024,"Oct 26, 2020",M735H7159,53.64,670.0
1025,"Oct 26, 2020",P036H2065,76.5,11.0
1026,"Oct 26, 2020",P036H2062,66.52,5.0
1027,"Oct 26, 2020",M630H8980,55.14,135.0
1028,"Oct 25, 2020",P036H2066,74.31,5.0
1029,"Oct 25, 2020",M735H7159,53.56,547.0
1030,"Oct 25, 2020",P036H2065,76.5,6.0
1031,"Oct 25, 2020",P036H2062,58.63,9.0
1032,"Oct 25, 2020",P037H2072,66.52,5.0
1033,"Oct 25, 2020",M630H8980,54.99,129.0
1034,"Oct 25, 2020",P037H2071,66.52,7.0
1035,"Oct 24, 2020",P036H2066,74.31,6.0
1036,"Oct 24, 2020",P036H2065,76.5,6.0
1037,"Oct 24, 2020",M735H7159,53.8,497.0
1038,"Oct 24, 2020",M630H8980,51.01,106.0
1039,"Oct 24, 2020",P037H2071,66.52,5.0
1040,"Oct 24, 2020",P036H2067,82.97,6.0
1041,"Oct 23, 2020",P036H2066,74.31,5.0
1042,"Oct 23, 2020",M735H7159,54.13,520.0
1043,"Oct 23, 2020",P036H2065,76.5,9.0
1044,"Oct 23, 2020",M630H8980,55.62,93.0
1045,"Oct 22, 2020",P036H2066,74.31,5.0
1046,"Oct 22, 2020",M735H7159,54.14,747.0
1047,"Oct 22, 2020",M630H8980,56.55,95.0
1048,"Oct 22, 2020",P036H2062,66.52,7.0
1049,"Oct 22, 2020",P036H2065,76.5,8.0
1050,"Oct 21, 2020",P036H2066,74.31,6.0
1051,"Oct 21, 2020",M735H7159,54.19,701.0
1052,"Oct 21, 2020",P036H2065,76.5,8.0
1053,"Oct 21, 2020",M630H8980,54.73,131.0
1054,"Oct 21, 2020",P036H2062,66.52,6.0
1055,"Oct 21, 2020",P036H2067,82.97,5.0
1056,"Oct 20, 2020",P036H2066,74.31,6.0
1057,"Oct 20, 2020",M735H7159,53.3,874.0
1058,"Oct 20, 2020",P036H2065,76.5,7.0
1059,"Oct 20, 2020",3637H1617,140.36,5.0
1060,"Oct 20, 2020",3630H2620,114.6,5.0
1061,"Oct 20, 2020",M630H8980,54.93,167.0
1062,"Oct 20, 2020",P037H2071,66.52,5.0
1063,"Oct 20, 2020",P036H2062,66.52,7.0
1064,"Oct 20, 2020",-233H1278,106.03,5.0
1065,"Oct 19, 2020",P036H2066,74.31,7.0
1066,"Oct 19, 2020",M735H7159,55.99,773.0
1067,"Oct 19, 2020",-233H1277,106.03,5.0
1068,"Oct 19, 2020",P036H2065,76.5,11.0
1069,"Oct 19, 2020",P037H2072,66.52,5.0
1070,"Oct 19, 2020",P036H2062,47.67,12.0
1071,"Oct 19, 2020",M630H8980,54.23,158.0
1072,"Oct 19, 2020",P037H2071,52.56,7.0
1073,"Oct 18, 2020",P036H2066,74.31,7.0
1074,"Oct 18, 2020",-233H1278,106.03,5.0
1075,"Oct 18, 2020",P036H2065,76.5,12.0
1076,"Oct 18, 2020",M735H7159,64.79,537.0
1077,"Oct 18, 2020",3630H2620,114.6,5.0
1078,"Oct 18, 2020",P037H2071,66.52,5.0
1079,"Oct 18, 2020",M630H8980,54.97,183.0
1080,"Oct 18, 2020",P036H2062,56.45,8.0
1081,"Oct 18, 2020",P036H2067,82.97,6.0
1082,"Oct 17, 2020",M735H7159,65.04,384.0
1083,"Oct 17, 2020",P036H2065,76.5,9.0
1084,"Oct 17, 2020",-233H1277,106.03,5.0
1085,"Oct 17, 2020",P037H2072,66.52,5.0
1086,"Oct 17, 2020",P036H2062,52.56,7.0
1087,"Oct 17, 2020",M630H8980,52.91,151.0
1088,"Oct 17, 2020",P037H2071,66.52,6.0
1089,"Oct 16, 2020",M630H8980,54.96,154.0
1090,"Oct 16, 2020",P036H2066,74.31,6.0
1091,"Oct 16, 2020",P036H2065,76.5,9.0
1092,"Oct 16, 2020",M735H7159,64.81,450.0
1093,"Oct 16, 2020",P037H2072,66.52,5.0
1094,"Oct 16, 2020",3630H2620,114.6,5.0
1095,"Oct 16, 2020",P037H2071,66.52,5.0
1096,"Oct 15, 2020",M735H7159,64.71,653.0
1097,"Oct 15, 2020",3637H1617,140.36,5.0
1098,"Oct 15, 2020",P036H2065,70.59,12.0
1099,"Oct 15, 2020",M630H8980,55.14,150.0
1100,"Oct 15, 2020",P036H2062,66.52,6.0
1101,"Oct 15, 2020",P037H2071,58.63,9.0
1102,"Oct 14, 2020",P036H2066,74.31,8.0
1103,"Oct 14, 2020",P036H2065,76.5,11.0
1104,"Oct 14, 2020",M735H7159,64.07,583.0
1105,"Oct 14, 2020",P036H2062,66.52,12.0
1106,"Oct 14, 2020",P037H2071,66.52,6.0
1107,"Oct 14, 2020",M630H8980,55.57,212.0
1108,"Oct 13, 2020",P036H2066,74.31,5.0
1109,"Oct 13, 2020",P037H2071,66.52,6.0
1110,"Oct 13, 2020",M735H7159,64.06,630.0
1111,"Oct 13, 2020",P036H2065,76.5,13.0
1112,"Oct 13, 2020",M630H8980,55.23,231.0
1113,"Oct 13, 2020",P037H2072,66.52,6.0
1114,"Oct 13, 2020",P036H2062,61.02,12.0
1115,"Oct 12, 2020",M630H8980,56.32,235.0
1116,"Oct 12, 2020",P036H2066,74.31,6.0
1117,"Oct 12, 2020",P036H2065,76.5,12.0
1118,"Oct 12, 2020",M735H7159,64.61,376.0
1119,"Oct 12, 2020",P036H2062,66.52,7.0
1120,"Oct 12, 2020",P037H2071,66.52,5.0
1121,"Oct 11, 2020",P036H2066,74.31,6.0
1122,"Oct 11, 2020",P037H2072,66.52,5.0
1123,"Oct 11, 2020",M630H8980,55.29,189.0
1124,"Oct 11, 2020",P037H2071,66.52,6.0
1125,"Oct 11, 2020",M735H7159,64.95,316.0
1126,"Oct 11, 2020",P036H3064,131.88,5.0
1127,"Oct 11, 2020",P036H2062,66.52,12.0
1128,"Oct 10, 2020",P036H2066,74.31,11.0
1129,"Oct 10, 2020",M735H7159,65.47,312.0
1130,"Oct 10, 2020",P036H2062,66.52,6.0
1131,"Oct 10, 2020",P037H2072,66.52,5.0
1132,"Oct 10, 2020",P037H2071,66.52,5.0
1133,"Oct 10, 2020",P036H2067,82.97,5.0
1134,"Oct 10, 2020",M630H8980,53.28,206.0
1135,"Oct 9, 2020",P036H2066,74.31,8.0
1136,"Oct 9, 2020",P036H2065,61.47,7.0
1137,"Oct 9, 2020",M735H7159,64.74,278.0
1138,"Oct 9, 2020",P037H2072,66.52,5.0
1139,"Oct 9, 2020",M630H8980,52.41,168.0
1140,"Oct 9, 2020",P036H2062,61.02,12.0
1141,"Oct 8, 2020",P036H2066,74.31,7.0
1142,"Oct 8, 2020",M735H7159,64.55,366.0
1143,"Oct 8, 2020",-233H1278,106.03,5.0
1144,"Oct 8, 2020",P036H2062,59.4,16.0
1145,"Oct 8, 2020",P037H2071,66.52,5.0
1146,"Oct 8, 2020",M630H8980,54.79,198.0
1147,"Oct 8, 2020",P036H2067,82.97,5.0
1148,"Oct 7, 2020",P036H2066,55.92,9.0
1149,"Oct 7, 2020",M735H7159,63.65,494.0
1150,"Oct 7, 2020",P037H2072,66.52,5.0
1151,"Oct 7, 2020",P036H2062,49.2,9.0
1152,"Oct 7, 2020",P037H2071,66.52,5.0
1153,"Oct 7, 2020",M630H8980,55.86,222.0
1154,"Oct 7, 2020",P036H2067,82.97,6.0
1155,"Oct 6, 2020",3637H1617,140.36,5.0
1156,"Oct 6, 2020",P036H2066,74.31,6.0
1157,"Oct 6, 2020",P037H2072,66.52,5.0
1158,"Oct 6, 2020",M735H7159,63.86,568.0
1159,"Oct 6, 2020",P036H2062,66.52,8.0
1160,"Oct 6, 2020",M630H8980,55.64,235.0
1161,"Oct 5, 2020",P036H2066,74.31,8.0
1162,"Oct 5, 2020",P036H2065,76.5,8.0
1163,"Oct 5, 2020",M735H7159,63.32,493.0
1164,"Oct 5, 2020",P037H2072,66.52,5.0
1165,"Oct 5, 2020",P036H2062,66.52,8.0
1166,"Oct 5, 2020",3637H0607,106.03,5.0
1167,"Oct 5, 2020",P037H2071,52.56,7.0
1168,"Oct 5, 2020",M630H8980,52.8,276.0
1169,"Oct 5, 2020",P036H2067,82.97,5.0
1170,"Oct 4, 2020",M630H8980,54.45,226.0
1171,"Oct 4, 2020",M735H7159,66.35,205.0
1172,"Oct 4, 2020",P036H2066,69.25,13.0
1173,"Oct 4, 2020",P036H2065,76.5,8.0
1174,"Oct 4, 2020",P037H2072,66.52,5.0
1175,"Oct 4, 2020",P037H2071,66.52,9.0
1176,"Oct 4, 2020",P036H2062,66.52,9.0
1177,"Oct 3, 2020",P036H2066,74.31,5.0
1178,"Oct 3, 2020",M735H7159,64.58,153.0
1179,"Oct 3, 2020",P036H2065,76.5,12.0
1180,"Oct 3, 2020",P037H2072,66.52,5.0
1181,"Oct 3, 2020",P037H2071,66.52,5.0
1182,"Oct 3, 2020",P036H2062,43.64,11.0
1183,"Oct 3, 2020",M630H8980,51.73,231.0
1184,"Oct 2, 2020",P036H2066,74.31,5.0
1185,"Oct 2, 2020",M735H7159,63.63,201.0
1186,"Oct 2, 2020",P036H2065,76.5,12.0
1187,"Oct 2, 2020",P036H2062,66.52,11.0
1188,"Oct 2, 2020",P037H2072,66.52,5.0
1189,"Oct 2, 2020",P037H2071,66.52,8.0
1190,"Oct 2, 2020",M630H8980,53.96,240.0
1191,"Oct 1, 2020",M735H7159,65.67,238.0
1192,"Oct 1, 2020",M630H8980,51.92,245.0
1193,"Oct 1, 2020",P036H2066,74.31,8.0
1194,"Oct 1, 2020",P037H2072,66.52,5.0
1195,"Oct 1, 2020",P036H2065,76.5,11.0
1196,"Oct 1, 2020",P036H2062,66.52,9.0
1197,"Oct 1, 2020",P037H2071,66.52,5.0
1198,"Sep 30, 2020",M735H7159,62.16,221.0
1199,"Sep 30, 2020",P036H2066,74.31,7.0
1200,"Sep 30, 2020",M630H8980,55.85,201.0
1201,"Sep 30, 2020",P036H2065,68.02,9.0
1202,"Sep 30, 2020",P037H2072,66.52,6.0
1203,"Sep 30, 2020",P037H2071,66.52,7.0
1204,"Sep 30, 2020",P036H2062,66.52,8.0
1205,"Sep 30, 2020",-233H1278,106.03,5.0
1206,"Sep 30, 2020",P036H2067,82.97,5.0
1207,"Sep 29, 2020",M630H8980,55.24,232.0
1208,"Sep 29, 2020",M735H7159,65.16,331.0
1209,"Sep 29, 2020",P036H2066,74.31,8.0
1210,"Sep 29, 2020",P036H2065,76.5,9.0
1211,"Sep 29, 2020",-233H1278,106.03,5.0
1212,"Sep 29, 2020",-232H1243,118.46,5.0
1213,"Sep 29, 2020",P036H2062,66.52,9.0
1214,"Sep 29, 2020",P037H2071,66.52,11.0
1215,"Sep 29, 2020",3637H1617,140.36,5.0
1216,"Sep 29, 2020",P036H2067,82.97,5.0
1217,"Sep 28, 2020",M630H8980,54.62,275.0
1218,"Sep 28, 2020",P036H2066,65.95,9.0
1219,"Sep 28, 2020",M735H7159,66.39,493.0
1220,"Sep 28, 2020",P036H2065,76.5,13.0
1221,"Sep 28, 2020",P036H2062,66.52,8.0
1222,"Sep 28, 2020",P037H2071,66.52,8.0
1223,"Sep 28, 2020",P036H2067,82.97,5.0
1224,"Sep 27, 2020",P036H2066,74.31,7.0
1225,"Sep 27, 2020",M735H7159,66.87,330.0
1226,"Sep 27, 2020",P036H2065,76.5,8.0
1227,"Sep 27, 2020",P037H2072,66.52,6.0
1228,"Sep 27, 2020",P037H2071,66.52,5.0
1229,"Sep 27, 2020",P036H2062,66.52,11.0
1230,"Sep 27, 2020",P036H2068,96.01,5.0
1231,"Sep 27, 2020",M630H8980,54.62,250.0
1232,"Sep 27, 2020",P036H2067,82.97,5.0
1233,"Sep 26, 2020",M735H7159,65.35,147.0
1234,"Sep 26, 2020",P036H2066,74.31,6.0
1235,"Sep 26, 2020",P036H2065,71.37,13.0
1236,"Sep 26, 2020",P037H2072,66.52,5.0
1237,"Sep 26, 2020",P037H2071,66.52,5.0
1238,"Sep 26, 2020",M630H8980,53.87,185.0
1239,"Sep 26, 2020",P036H2062,66.52,9.0
1240,"Sep 25, 2020",P036H2066,74.31,9.0
1241,"Sep 25, 2020",P036H2065,76.5,8.0
1242,"Sep 25, 2020",-232H1243,118.46,5.0
1243,"Sep 25, 2020",P037H2072,52.56,7.0
1244,"Sep 25, 2020",M735H7159,64.52,260.0
1245,"Sep 25, 2020",P037H2071,66.52,6.0
1246,"Sep 25, 2020",P036H2062,56.45,8.0
1247,"Sep 25, 2020",M630H8980,54.1,175.0
1248,"Sep 24, 2020",P036H2066,74.31,7.0
1249,"Sep 24, 2020",M630H8980,55.16,210.0
1250,"Sep 24, 2020",M735H7159,66.98,321.0
1251,"Sep 24, 2020",-233H1278,106.03,5.0
1252,"Sep 24, 2020",-233H1277,106.03,5.0
1253,"Sep 24, 2020",P036H2065,71.97,14.0
1254,"Sep 24, 2020",P037H2072,66.52,5.0
1255,"Sep 24, 2020",P036H2062,66.52,8.0
1256,"Sep 23, 2020",P036H2066,74.31,8.0
1257,"Sep 23, 2020",M735H7159,66.95,237.0
1258,"Sep 23, 2020",3637H1617,140.36,5.0
