,Date,sku,unit_price,units
1259,"Sep 23, 2020",P036H2065,76.5,12.0
1260,"Sep 23, 2020",P037H2072,66.52,5.0
1261,"Sep 23, 2020",P036H2062,62.73,15.0
1262,"Sep 23, 2020",M630H8980,54.47,204.0
1263,"Sep 23, 2020",3630H2620,114.6,5.0
1264,"Sep 22, 2020",M735H7159,64.87,221.0
1265,"Sep 22, 2020",P036H2066,74.31,5.0
1266,"Sep 22, 2020",3637H1617,140.36,6.0
1267,"Sep 22, 2020",P036H2065,76.5,17.0
1268,"Sep 22, 2020",P036H2062,66.52,6.0
1269,"Sep 22, 2020",P037H2071,66.52,5.0
1270,"Sep 22, 2020",M630H8980,52.57,242.0
1271,"Sep 21, 2020",P036H2066,74.31,6.0
1272,"Sep 21, 2020",M735H7159,63.97,142.0
1273,"Sep 21, 2020",P036H2065,76.5,15.0
1274,"Sep 21, 2020",-233H1279,106.03,5.0
1275,"Sep 21, 2020",P036H2062,66.52,12.0
1276,"Sep 21, 2020",P037H2071,66.52,5.0
1277,"Sep 21, 2020",M630H8980,54.4,223.0
1278,"Sep 20, 2020",M735H7159,64.73,121.0
1279,"Sep 20, 2020",P036H2066,74.31,7.0
1280,"Sep 20, 2020",-233H1278,106.03,5.0
1281,"Sep 20, 2020",P036H2065,71.69,23.0
1282,"Sep 20, 2020",M630H8980,53.21,221.0
1283,"Sep 20, 2020",P036H2062,55.41,16.0
1284,"Sep 20, 2020",P037H2071,66.52,9.0
1285,"Sep 19, 2020",M735H7159,66.95,120.0
1286,"Sep 19, 2020",P036H2066,49.99,11.0
1287,"Sep 19, 2020",P036H2065,76.5,12.0
1288,"Sep 19, 2020",P036H2062,43.64,6.0
1289,"Sep 19, 2020",P037H2071,66.52,6.0
1290,"Sep 19, 2020",M630H8980,51.91,202.0
1291,"Sep 18, 2020",P036H2066,74.31,9.0
1292,"Sep 18, 2020",M630H8980,57.24,165.0
1293,"Sep 18, 2020",M735H7159,66.46,165.0
1294,"Sep 18, 2020",P036H2065,70.59,12.0
1295,"Sep 18, 2020",P036H2062,66.52,9.0
1296,"Sep 18, 2020",P037H2071,66.52,6.0
1297,"Sep 17, 2020",M735H7159,66.02,151.0
1298,"Sep 17, 2020",P036H2066,74.31,5.0
1299,"Sep 17, 2020",M630H8980,58.91,142.0
1300,"Sep 17, 2020",P036H2065,76.5,8.0
1301,"Sep 17, 2020",P037H2072,43.64,6.0
1302,"Sep 17, 2020",P036H2062,60.03,11.0
1303,"Sep 17, 2020",P036H3063,131.88,5.0
1304,"Sep 17, 2020",P037H2071,66.52,7.0
1305,"Sep 16, 2020",P036H2066,74.31,5.0
1306,"Sep 16, 2020",P036H3064,131.88,6.0
1307,"Sep 16, 2020",M735H7159,67.71,133.0
1308,"Sep 16, 2020",P036H2065,71.37,13.0
1309,"Sep 16, 2020",P036H2062,66.52,6.0
1310,"Sep 16, 2020",P037H2072,66.52,6.0
1311,"Sep 16, 2020",M630H8980,59.5,157.0
1312,"Sep 16, 2020",P037H2071,66.52,7.0
1313,"Sep 15, 2020",P036H2066,74.31,5.0
1314,"Sep 15, 2020",M735H7159,67.1,139.0
1315,"Sep 15, 2020",M630H8980,57.11,194.0
1316,"Sep 15, 2020",P036H2065,72.44,15.0
1317,"Sep 15, 2020",-233H1277,106.03,5.0
1318,"Sep 15, 2020",P037H2071,66.52,7.0
1319,"Sep 15, 2020",P036H2062,66.52,15.0
1320,"Sep 14, 2020",M735H7159,64.84,192.0
1321,"Sep 14, 2020",P036H2066,74.31,8.0
1322,"Sep 14, 2020",P036H2065,71.37,22.0
1323,"Sep 14, 2020",M630H8980,60.22,170.0
1324,"Sep 14, 2020",P037H2071,66.52,6.0
1325,"Sep 14, 2020",P036H2062,66.52,13.0
1326,"Sep 13, 2020",M735H7159,68.03,18.0
1327,"Sep 13, 2020",P036H2065,76.5,12.0
1328,"Sep 13, 2020",-233H1277,106.03,6.0
1329,"Sep 13, 2020",P037H2072,66.52,7.0
1330,"Sep 13, 2020",P036H2062,58.63,15.0
1331,"Sep 13, 2020",M630H8980,59.39,166.0
1332,"Sep 13, 2020",P037H2071,66.52,6.0
1333,"Sep 12, 2020",M630H8980,57.99,162.0
1334,"Sep 12, 2020",M735H7159,68.03,21.0
1335,"Sep 12, 2020",P036H2066,74.31,5.0
1336,"Sep 12, 2020",P036H2065,76.5,7.0
1337,"Sep 12, 2020",P037H2072,66.52,5.0
1338,"Sep 12, 2020",P037H2071,52.56,7.0
1339,"Sep 12, 2020",P036H2062,64.57,25.0
1340,"Sep 12, 2020",-233H1279,106.03,5.0
1341,"Sep 11, 2020",M735H7159,68.03,18.0
1342,"Sep 11, 2020",P036H2066,74.31,6.0
1343,"Sep 11, 2020",M630H8980,58.08,167.0
1344,"Sep 11, 2020",P036H2065,76.5,11.0
1345,"Sep 11, 2020",P037H2072,66.52,6.0
1346,"Sep 11, 2020",P037H2071,66.52,6.0
1347,"Sep 11, 2020",P036H2062,66.52,17.0
1348,"Sep 10, 2020",3637H1617,140.36,5.0
1349,"Sep 10, 2020",M735H7159,68.03,34.0
1350,"Sep 10, 2020",-233H1277,106.03,5.0
1351,"Sep 10, 2020",P036H2065,76.5,12.0
1352,"Sep 10, 2020",P037H2072,52.56,7.0
1353,"Sep 10, 2020",P037H2071,66.52,9.0
1354,"Sep 10, 2020",3630H2620,114.6,5.0
1355,"Sep 10, 2020",M630H8980,55.74,188.0
1356,"Sep 10, 2020",P036H2062,57.67,34.0
1357,"Sep 9, 2020",M735H7159,68.03,26.0
1358,"Sep 9, 2020",P036H2065,76.5,13.0
1359,"Sep 9, 2020",-233H1279,106.03,5.0
1360,"Sep 9, 2020",-233H1278,106.03,5.0
1361,"Sep 9, 2020",-233H1277,106.03,5.0
1362,"Sep 9, 2020",M630H8980,60.07,158.0
1363,"Sep 9, 2020",P036H2062,62.3,24.0
1364,"Sep 9, 2020",P037H2071,66.52,9.0
1365,"Sep 8, 2020",M735H7159,68.03,26.0
1366,"Sep 8, 2020",P036H2065,76.5,17.0
1367,"Sep 8, 2020",M630H8980,57.34,220.0
1368,"Sep 8, 2020",P037H2072,66.52,8.0
1369,"Sep 8, 2020",P036H2062,66.52,18.0
1370,"Sep 8, 2020",P037H2071,56.45,8.0
1371,"Sep 8, 2020",3630H2620,114.6,5.0
1372,"Sep 7, 2020",M735H7159,68.03,23.0
1373,"Sep 7, 2020",P036H2065,73.14,17.0
1374,"Sep 7, 2020",-232H1243,118.46,5.0
1375,"Sep 7, 2020",P037H2072,56.45,8.0
1376,"Sep 7, 2020",P036H2062,64.98,31.0
1377,"Sep 7, 2020",P037H2071,66.52,8.0
1378,"Sep 7, 2020",M630H8980,57.57,212.0
1379,"Sep 6, 2020",-233H1278,106.03,5.0
1380,"Sep 6, 2020",-232H1243,118.46,5.0
1381,"Sep 6, 2020",P036H2065,76.5,27.0
1382,"Sep 6, 2020",P037H2072,66.52,11.0
1383,"Sep 6, 2020",P037H2071,66.52,5.0
1384,"Sep 6, 2020",P036H2062,62.49,57.0
1385,"Sep 5, 2020",P036H2065,71.13,30.0
1386,"Sep 5, 2020",P037H2072,66.52,8.0
1387,"Sep 5, 2020",P037H2071,66.52,7.0
1388,"Sep 5, 2020",P036H2062,66.52,41.0
1389,"Sep 4, 2020",3637H1617,140.36,5.0
1390,"Sep 4, 2020",-233H1278,106.03,5.0
1391,"Sep 4, 2020",P036H2065,73.04,43.0
1392,"Sep 4, 2020",P037H2072,66.52,14.0
1393,"Sep 4, 2020",P037H2071,66.52,9.0
1394,"Sep 4, 2020",P036H2062,64.66,49.0
1395,"Sep 3, 2020",3637H1617,140.36,5.0
1396,"Sep 3, 2020",-233H1278,106.03,5.0
1397,"Sep 3, 2020",P036H2065,76.5,34.0
1398,"Sep 3, 2020",P037H2072,66.52,9.0
1399,"Sep 3, 2020",P037H2071,58.63,9.0
1400,"Sep 3, 2020",P036H2062,60.64,55.0
1401,"Sep 2, 2020",P036H2065,76.5,22.0
1402,"Sep 2, 2020",P037H2072,60.03,17.0
1403,"Sep 2, 2020",P037H2071,60.03,11.0
1404,"Sep 2, 2020",P036H2062,65.88,68.0
1405,"Sep 1, 2020",P037H2070,122.1,5.0
1406,"Sep 1, 2020",P036H2065,72.7,40.0
1407,"Sep 1, 2020",P037H2072,66.52,7.0
1408,"Sep 1, 2020",P037H2071,62.73,15.0
1409,"Sep 1, 2020",P036H2062,63.39,71.0
1410,"Aug 31, 2020",-233H1279,100.94,5.0
1411,"Aug 31, 2020",-233H1278,100.94,7.0
1412,"Aug 31, 2020",-233H1277,100.94,5.0
1413,"Aug 31, 2020",P036H2065,73.31,41.0
1414,"Aug 31, 2020",P037H2072,64.2,24.0
1415,"Aug 31, 2020",P037H2071,64.2,19.0
1416,"Aug 31, 2020",P036H2062,62.83,113.0
1417,"Aug 30, 2020",-233H1278,100.94,5.0
1418,"Aug 30, 2020",P037H2072,41.77,8.0
1419,"Aug 30, 2020",P036H2065,74.66,45.0
1420,"Aug 30, 2020",P037H2071,58.35,18.0
1421,"Aug 30, 2020",3630H2620,110.04,5.0
1422,"Aug 30, 2020",P036H2062,63.56,67.0
1423,"Aug 29, 2020",P036H2062,62.4,72.0
1424,"Aug 29, 2020",-233H1279,100.94,5.0
1425,"Aug 29, 2020",P036H2065,70.26,38.0
1426,"Aug 29, 2020",-233H1278,100.94,6.0
1427,"Aug 29, 2020",-233H1277,100.94,5.0
1428,"Aug 29, 2020",-232H1247,116.68,5.0
1429,"Aug 29, 2020",P037H2072,64.2,12.0
1430,"Aug 29, 2020",P037H2071,64.2,12.0
1431,"Aug 28, 2020",P036H2062,61.6,82.0
1432,"Aug 28, 2020",-232H1243,116.68,5.0
1433,"Aug 28, 2020",P036H2065,73.84,27.0
1434,"Aug 28, 2020",P037H2072,53.29,16.0
1435,"Aug 28, 2020",P037H2071,64.2,11.0
1436,"Aug 27, 2020",-233H1279,100.94,6.0
1437,"Aug 27, 2020",-233H1278,100.94,7.0
1438,"Aug 27, 2020",-233H1277,100.94,5.0
1439,"Aug 27, 2020",P036H2065,73.45,43.0
1440,"Aug 27, 2020",-232H1243,116.68,5.0
1441,"Aug 27, 2020",M630H8980,36.65,5.0
1442,"Aug 27, 2020",P037H2072,64.2,21.0
1443,"Aug 27, 2020",P037H2071,60.48,15.0
1444,"Aug 27, 2020",P036H2069,94.57,5.0
1445,"Aug 27, 2020",P036H2062,61.04,149.0
1446,"Aug 26, 2020",P036H2066,61.75,15.0
1447,"Aug 26, 2020",-233H1279,100.94,6.0
1448,"Aug 26, 2020",P036H2065,72.92,19.0
1449,"Aug 26, 2020",M630H8980,28.42,37293.0
1450,"Aug 26, 2020",P037H2072,64.2,8.0
1451,"Aug 26, 2020",P037H2071,64.2,15.0
1452,"Aug 26, 2020",P036H2062,57.68,57.0
1453,"Aug 25, 2020",P036H2066,65.5,14.0
1454,"Aug 25, 2020",-233H1278,100.94,6.0
1455,"Aug 25, 2020",P036H2065,72.38,17.0
1456,"Aug 25, 2020",-233H1277,100.94,5.0
1457,"Aug 25, 2020",P037H2072,64.2,7.0
1458,"Aug 25, 2020",3637H1617,126.85,5.0
1459,"Aug 25, 2020",P036H2062,62.62,30.0
1460,"Aug 25, 2020",P037H2071,64.2,8.0
1461,"Aug 25, 2020",M630H8980,53.67,333.0
1462,"Aug 24, 2020",P036H2066,65.5,14.0
1463,"Aug 24, 2020",M630H8980,53.54,364.0
1464,"Aug 24, 2020",P037H2070,107.99,5.0
1465,"Aug 24, 2020",P036H2065,72.87,19.0
1466,"Aug 24, 2020",-233H1278,100.94,5.0
1467,"Aug 24, 2020",-232H1247,116.68,5.0
1468,"Aug 24, 2020",-232H1243,116.68,6.0
1469,"Aug 24, 2020",P037H2072,64.2,7.0
1470,"Aug 24, 2020",P037H2071,64.2,9.0
1471,"Aug 24, 2020",P036H2062,64.2,31.0
1472,"Aug 23, 2020",P036H2066,69.84,6.0
1473,"Aug 23, 2020",3636H1616,126.85,5.0
1474,"Aug 23, 2020",P036H2065,75.72,11.0
1475,"Aug 23, 2020",-233H1277,100.94,5.0
1476,"Aug 23, 2020",P037H2072,64.2,5.0
1477,"Aug 23, 2020",3637H1617,126.85,5.0
1478,"Aug 23, 2020",P037H2071,58.79,12.0
1479,"Aug 23, 2020",P036H2062,62.17,24.0
1480,"Aug 23, 2020",P036H2067,81.01,5.0
1481,"Aug 23, 2020",M630H8980,52.05,338.0
1482,"Aug 22, 2020",M630H8980,52.25,280.0
1483,"Aug 22, 2020",P036H2066,69.84,8.0
1484,"Aug 22, 2020",P037H2072,64.2,5.0
1485,"Aug 22, 2020",P036H2065,75.72,14.0
1486,"Aug 22, 2020",P036H2062,60.05,24.0
1487,"Aug 22, 2020",P037H2071,64.2,6.0
1488,"Aug 22, 2020",P036H2067,81.01,6.0
1489,"Aug 21, 2020",P036H2066,69.84,9.0
1490,"Aug 21, 2020",-233H1279,100.94,5.0
1491,"Aug 21, 2020",P036H2065,75.72,13.0
1492,"Aug 21, 2020",M630H8980,50.83,347.0
1493,"Aug 21, 2020",-233H1278,100.94,5.0
1494,"Aug 21, 2020",P037H2072,54.3,8.0
1495,"Aug 21, 2020",P036H2062,62.68,31.0
1496,"Aug 20, 2020",P036H2066,69.84,11.0
1497,"Aug 20, 2020",M630H8980,51.9,360.0
1498,"Aug 20, 2020",P036H2065,75.72,14.0
1499,"Aug 20, 2020",P037H2072,64.2,7.0
1500,"Aug 20, 2020",P036H2062,62.62,30.0
1501,"Aug 20, 2020",P037H2071,64.2,6.0
1502,"Aug 20, 2020",P036H2067,81.01,5.0
1503,"Aug 19, 2020",P036H2066,69.84,13.0
1504,"Aug 19, 2020",-233H1279,100.94,5.0
1505,"Aug 19, 2020",-233H1278,100.94,5.0
1506,"Aug 19, 2020",M630H8980,52.9,377.0
1507,"Aug 19, 2020",P036H2065,68.35,23.0
1508,"Aug 19, 2020",P037H2072,64.2,6.0
1509,"Aug 19, 2020",P037H2071,64.2,11.0
1510,"Aug 19, 2020",P036H2062,64.2,27.0
1511,"Aug 19, 2020",P036H2067,81.01,6.0
1512,"Aug 18, 2020",M735H7159,68.03,5.0
1513,"Aug 18, 2020",P036H2066,69.84,12.0
1514,"Aug 18, 2020",M630H8980,53.5,372.0
1515,"Aug 18, 2020",-233H1277,100.94,5.0
1516,"Aug 18, 2020",3637H1617,126.85,5.0
1517,"Aug 18, 2020",P036H2065,75.72,14.0
1518,"Aug 18, 2020",P037H2072,64.2,7.0
1519,"Aug 18, 2020",P037H2071,64.2,13.0
1520,"Aug 18, 2020",P036H2067,81.01,6.0
1521,"Aug 18, 2020",P036H2062,59.5,40.0
1522,"Aug 17, 2020",M630H8980,52.08,485.0
1523,"Aug 17, 2020",P036H2066,69.84,12.0
1524,"Aug 17, 2020",-233H1279,100.94,6.0
1525,"Aug 17, 2020",P036H2065,75.72,17.0
1526,"Aug 17, 2020",-233H1278,100.94,6.0
1527,"Aug 17, 2020",-233H1277,100.94,5.0
1528,"Aug 17, 2020",2734H9994,24.11,6.0
1529,"Aug 17, 2020",P037H2072,64.2,9.0
1530,"Aug 17, 2020",P037H2071,64.2,14.0
1531,"Aug 17, 2020",P036H2062,60.83,41.0
1532,"Aug 17, 2020",P036H2067,55.52,6.0
1533,"Aug 16, 2020",P036H2066,69.84,5.0
1534,"Aug 16, 2020",P036H2065,75.72,9.0
1535,"Aug 16, 2020",M630H8980,52.14,396.0
1536,"Aug 16, 2020",P037H2072,64.2,7.0
1537,"Aug 16, 2020",P037H2071,64.2,6.0
1538,"Aug 16, 2020",P036H2067,55.52,6.0
1539,"Aug 16, 2020",P036H2062,59.17,38.0
1540,"Aug 15, 2020",P036H2066,61.75,9.0
1541,"Aug 15, 2020",M630H8980,53.19,273.0
1542,"Aug 15, 2020",P036H2065,75.72,14.0
1543,"Aug 15, 2020",-233H1278,100.94,5.0
1544,"Aug 15, 2020",P037H2072,37.42,12.0
1545,"Aug 15, 2020",P036H2062,64.2,19.0
1546,"Aug 15, 2020",P037H2071,64.2,8.0
1547,"Aug 15, 2020",3637H1617,126.85,5.0
1548,"Aug 14, 2020",P036H2066,69.84,9.0
1549,"Aug 14, 2020",-233H1279,100.94,5.0
1550,"Aug 14, 2020",P036H2065,73.06,21.0
1551,"Aug 14, 2020",P037H2072,64.2,6.0
1552,"Aug 14, 2020",M630H8980,52.42,310.0
1553,"Aug 14, 2020",P036H2062,62.68,31.0
1554,"Aug 14, 2020",P037H2071,56.45,9.0
1555,"Aug 14, 2020",2734H9994,24.11,7.0
1556,"Aug 13, 2020",P036H2065,75.72,5.0
1557,"Aug 13, 2020",-232H1243,116.68,5.0
1558,"Aug 13, 2020",P037H2072,64.2,6.0
1559,"Aug 13, 2020",3630H2620,110.04,5.0
1560,"Aug 13, 2020",P036H2062,61.12,31.0
1561,"Aug 13, 2020",P037H2071,57.83,11.0
1562,"Aug 13, 2020",M630H8980,52.13,300.0
1563,"Aug 12, 2020",P036H2062,62.8,33.0
1564,"Aug 12, 2020",M630H8980,50.05,315.0
1565,"Aug 12, 2020",-233H1279,100.94,6.0
1566,"Aug 12, 2020",P036H2065,75.72,19.0
1567,"Aug 12, 2020",-233H1278,100.94,5.0
1568,"Aug 12, 2020",-232H1243,116.68,5.0
1569,"Aug 12, 2020",P037H2072,64.2,6.0
1570,"Aug 12, 2020",2734H9994,24.11,6.0
1571,"Aug 12, 2020",P037H2071,55.51,14.0
1572,"Aug 12, 2020",P036H2067,81.01,6.0
1573,"Aug 11, 2020",3636H1616,126.85,5.0
1574,"Aug 11, 2020",M630H8980,49.05,428.0
1575,"Aug 11, 2020",-233H1278,100.94,5.0
1576,"Aug 11, 2020",P036H2065,75.72,18.0
1577,"Aug 11, 2020",P037H2072,64.2,7.0
1578,"Aug 11, 2020",2734H9994,24.11,5.0
1579,"Aug 11, 2020",3630H2620,110.04,6.0
1580,"Aug 11, 2020",P037H2071,64.2,8.0
1581,"Aug 11, 2020",P036H2062,59.88,33.0
1582,"Aug 11, 2020",P036H2067,81.01,6.0
1583,"Aug 10, 2020",2734H9994,24.11,6.0
1584,"Aug 10, 2020",-233H1278,100.94,5.0
1585,"Aug 10, 2020",P036H2065,75.72,13.0
1586,"Aug 10, 2020",3636H1616,126.85,5.0
1587,"Aug 10, 2020",P037H2072,64.2,7.0
1588,"Aug 10, 2020",M630H8980,51.63,421.0
1589,"Aug 10, 2020",3630H2620,110.04,5.0
1590,"Aug 10, 2020",P037H2071,64.2,13.0
1591,"Aug 10, 2020",P036H2062,60.83,41.0
1592,"Aug 9, 2020",P036H2062,59.5,31.0
1593,"Aug 9, 2020",3636H1616,126.85,5.0
1594,"Aug 9, 2020",-233H1279,100.94,6.0
1595,"Aug 9, 2020",P036H2065,75.72,13.0
1596,"Aug 9, 2020",2734H9994,24.11,6.0
1597,"Aug 9, 2020",M630H8980,52.31,293.0
1598,"Aug 9, 2020",P037H2072,64.2,9.0
1599,"Aug 9, 2020",P037H2071,64.2,14.0
1600,"Aug 8, 2020",P036H2062,57.83,31.0
1601,"Aug 8, 2020",P036H2065,71.68,15.0
1602,"Aug 8, 2020",-233H1278,100.94,7.0
1603,"Aug 8, 2020",3637H1617,126.85,5.0
1604,"Aug 8, 2020",P037H2072,64.2,7.0
1605,"Aug 8, 2020",M630H8980,50.11,349.0
1606,"Aug 8, 2020",P037H2071,64.2,8.0
1607,"Aug 8, 2020",P036H2067,81.01,6.0
1608,"Aug 7, 2020",M630H8980,51.08,297.0
1609,"Aug 7, 2020",2734H9994,24.11,6.0
1610,"Aug 7, 2020",P036H2065,75.72,7.0
1611,"Aug 7, 2020",P037H2072,50.49,11.0
1612,"Aug 7, 2020",P036H2062,62.68,31.0
1613,"Aug 7, 2020",P037H2070,107.99,5.0
1614,"Aug 7, 2020",P037H2071,38.44,14.0
1615,"Aug 7, 2020",P036H2069,94.57,5.0
1616,"Aug 7, 2020",P036H2067,81.01,6.0
1617,"Aug 6, 2020",-233H1278,100.94,5.0
1618,"Aug 6, 2020",P037H2072,64.2,6.0
1619,"Aug 6, 2020",P037H2071,64.2,11.0
1620,"Aug 6, 2020",M630H8980,49.35,338.0
1621,"Aug 6, 2020",P036H2062,59.05,29.0
1622,"Aug 6, 2020",P036H2067,81.01,9.0
1623,"Aug 5, 2020",-233H1278,100.94,5.0
1624,"Aug 5, 2020",2734H9994,24.11,6.0
1625,"Aug 5, 2020",-232H1243,116.68,5.0
1626,"Aug 5, 2020",P037H2072,44.86,14.0
1627,"Aug 5, 2020",P037H2071,50.49,7.0
1628,"Aug 5, 2020",P036H2062,61.91,40.0
1629,"Aug 5, 2020",M630H8980,51.81,338.0
1630,"Aug 5, 2020",P036H2069,94.57,5.0
1631,"Aug 5, 2020",P036H2067,81.01,7.0
1632,"Aug 4, 2020",P036H2066,69.84,11.0
1633,"Aug 4, 2020",P037H2072,54.3,8.0
1634,"Aug 4, 2020",P037H2071,56.45,9.0
1635,"Aug 4, 2020",P036H2062,60.05,34.0
1636,"Aug 4, 2020",P036H2067,81.01,6.0
1637,"Aug 4, 2020",2734H9994,24.11,5.0
1638,"Aug 4, 2020",M630H8980,51.82,347.0
1639,"Aug 3, 2020",P036H2066,65.5,14.0
1640,"Aug 3, 2020",M630H8980,52.72,411.0
1641,"Aug 3, 2020",-233H1279,100.94,5.0
1642,"Aug 3, 2020",-233H1277,100.94,5.0
1643,"Aug 3, 2020",-232H1243,116.68,5.0
1644,"Aug 3, 2020",P037H2072,64.2,7.0
1645,"Aug 3, 2020",2734H9994,24.11,5.0
1646,"Aug 3, 2020",P037H2071,64.2,8.0
1647,"Aug 3, 2020",P036H2067,81.01,5.0
1648,"Aug 3, 2020",P036H2062,60.38,48.0
1649,"Aug 2, 2020",2734H9994,24.11,6.0
1650,"Aug 2, 2020",M630H8980,52.13,343.0
1651,"Aug 2, 2020",P036H2066,69.84,8.0
1652,"Aug 2, 2020",P037H2072,64.2,6.0
1653,"Aug 2, 2020",P037H2071,59.5,13.0
1654,"Aug 2, 2020",P036H2067,81.01,5.0
1655,"Aug 2, 2020",P036H2062,62.54,29.0
1656,"Aug 1, 2020",P036H2066,69.84,11.0
1657,"Aug 1, 2020",3637H1617,126.85,5.0
1658,"Aug 1, 2020",M630H8980,49.21,327.0
1659,"Aug 1, 2020",P037H2072,64.2,5.0
1660,"Aug 1, 2020",P037H2071,58.79,12.0
1661,"Aug 1, 2020",P036H2069,94.57,5.0
1662,"Aug 1, 2020",P036H2062,58.1,32.0
1663,"Jul 31, 2020",-233H1277,100.94,6.0
1664,"Jul 31, 2020",P036H2066,69.84,7.0
1665,"Jul 31, 2020",P037H2071,54.3,8.0
1666,"Jul 31, 2020",P036H2068,94.57,5.0
1667,"Jul 31, 2020",P036H2067,81.01,5.0
1668,"Jul 31, 2020",P036H2062,59.05,29.0
1669,"Jul 31, 2020",M630H8980,49.9,363.0
1670,"Jul 31, 2020",2734H9994,24.11,9.0
